ILI,definition,lemma_names,sentiment_SWN,sentiment_lexicon,sentiment_sa
ENG30-01170052-v,Uzimati tečnost.,"['piti', 'popiti']","(0.0, 0.0)",negative,Neutralan
ENG30-05229198-n,"u anatomiji, struktura koja oblikom podseća na školjku",['školjka'],"(0.0, 0.0)",negative,Neutralan
ENG30-02200198-n,Insekt dvokrilac čija ženka ima dugačku žaoku kojom probija kožu i siše krv ljudima i životinjama.,"['komarac', 'moskit']","(0.0, 0.0)",negative,Negativan
ENG30-05120683-n,prazan prostor koji se nalazi na stranici oko teksta,"['margina', 'ivica']","(0.0, 0.0)",negative,Neutralan
ENG30-00609100-v,ne biti kadar da šta zapamtiš,"['blokirati', 'smetati s uma', 'smetnuti s uma', 'zaboraviti', 'zaboravljati']","(0.0, 0.0)",negative,Negativan
ENG30-00753685-n,šta što je sračunato da obmane; namerna izmišljotina sračunata da kome obezbedi prednost,"['obmana', 'prevara', 'šarada', 'trik']","(0.0, 0.0)",negative,negativan
ENG30-00042037-a,"označava da subjekat rečenice ima semantičku funkciju vršioca radnje (agensa): ""Kod Hemingveja preovlađuju aktivne konstrukcije""",['aktivan'],"(0.0, 0.0)",positive,pozitivan
ENG30-01221611-n,ponašanje koje je namerno neprijateljsko,"['agresija', 'agresivnost', 'napad']","(0.0, 0.0)",negative,Negativan
ENG30-04951373-n,vizuelni efekat osvetljavanja na predmetima ili scenama kao što se prikazuje na slikama,"['svetlost', 'svetlo']","(0.0, 0.0)",positive,Neutralan
ENG30-00761713-v,raspravljati o uslovima kakvog dogovora,['pregovarati'],"(0.0, 0.0)",positive,Neutralan
ENG30-01903756-n,Tvrdi prekrivač tela artrpoda i kornjača.,['oklop'],"(0.0, 0.0)",positive,Negativan
ENG30-02077656-v,Poneti nešto ili nekoga sa sobom negde.,"['dovesti', 'doneti']","(0.0, 0.0)",positive,Neutralan
ENG30-13485767-n,"spajanje susednih zvukova, slogova ili reči",['fuzija'],"(0.0, 0.0)",positive,Neutralan
ENG30-14299637-n,"U medicini, bilo kakav osećaj ili promena u telesnim funkcijama koje pacijent doživljava a povezuju se s određenom bolešću.",['simptom'],"(0.0, 0.0)",negative,Neutralan
ENG30-10303814-n,Predsednik gradske uprave.,['gradonačelnik'],"(0.0, 0.0)",positive,Neutralan
ENG30-00268557-n,čin vraćanja nečega ili nekog u zadovoljavajući položaj,"['obnavljanje', 'oporavak', 'renoviranje', 'restauracija', 'vraćanje u ispravno stanje', 'vraćanje u prethodno stanje']","(0.0, 0.0)",positive,Neutralan
ENG30-00053097-n,Čin uljudnog odlaska.,"['oproštaj', 'rastanak']","(0.0, 0.0)",positive,Negativan
ENG30-05718935-n,(zvuci koje proizvode pevači ili muzički instrumenti (ili reprodukcija ovih zvukova),['muzika'],"(0.0, 0.0)",positive,nezakoniten
ENG30-00868591-v,Uputiti izazov.,['izazvati'],"(0.0, 0.0)",negative,Negativan
ENG30-11473954-n,Elektromagnetno zračenje koje proizvodi vizuelni osećaj (u fizici).,"['svetlosno zračenje', 'svetlost']","(0.0, 0.0)",positive,Neutralan
ENG30-00958896-n,otvoreni sukob dve suprotstavljene grupe,"['konflikt', 'bitka', 'borba']","(0.0, 0.0)",negative,Negativan
ENG30-01480469-v,uzeti i zadržati,"['čega se dočepati', 'dograbiti', 'grabiti', 'hvatati', 'loviti', 'ščepati', 'uhvatiti', 'uloviti', 'uzeti', 'uzimati', 'zgrabiti']","(0.0, 0.0)",negative,Neutralan
ENG30-06260628-n,"Pojas radijskih frekvencija za, na primer, odašiljanje TV signala.","['pojas', 'talasni pojas']","(0.0, 0.0)",negative,Neutralan
ENG30-01201271-n,zakonska rastava braka,"['razvod', 'rastava']","(0.0, 0.0)",negative,Neutralan
ENG30-12711596-n,Malo zimzeleno drvo poreklom iz Azije koje se veoma gaji zbog svog ploda.,"['limun', 'Citrus limon']","(0.0, 0.0)",negative,Neutralan
ENG30-01169704-v,Uvlačiti u usta praveći praktično vakuum.,['sisati'],"(0.0, 0.0)",negative,Negativan
ENG30-01071090-n,čin tolerisanja čega,"['popuštanje', 'popustljivost', 'tolerancija', 'tolerantnost']","(0.0, 0.0)",positive,Neutralan
ENG30-02553697-v,"koga prema uputstvima i praksi trenirati, naročito da bi ga samokontroli podučili","['civilizovati', 'disciplinovati', 'dovesti u red', 'dovoditi u red', 'dresirati', 'izdresirati', 'kultivisati', 'obrazovati', 'obučavati', 'obučiti', 'osposobiti', 'osposobljavati', 'podučavati', 'podučiti', 'školovati', 'trenirati']","(0.0, 0.0)",positive,Neutralan
ENG30-00745943-n,loše i okrutno ponašanje,"['nemilosrdnost', 'neumoljivost', 'okrutnost', 'surovost']","(0.0, 0.0)",negative,Negativan
ENG30-06602472-n,značenje reči ili izraza; način na koji se reč ili izraz ili situacija mogu tumačiti,"['smisao', 'značenje']","(0.0, 0.0)",positive,Neutralan
ENG30-01468576-v,Naterati na odlazak sa nekog mesta.,"['izbaciti', 'isključiti', 'isključivati', 'isterati']","(0.0, 0.0)",negative,Negativan
ENG30-00492706-v,Učiniti nečistim.,"['zaraziti', 'zagaditi']","(0.0, 0.0)",negative,Negativan
ENG30-00812274-n,čin kada se šta rukama čvrsto stegne,"['hvatanje', 'stezanje', 'uzimanje']","(0.0, 0.0)",negative,Neutralan
ENG30-02784732-n,ukras koji se sastoji od trake ili štrafte u drugačijoj boji ili od drugačijeg materijala,"['lenta', 'pruga', 'štrafta', 'traka', 'vrpca']","(0.0, 0.0)",positive,Neutralan
ENG30-01035007-a,"koji je ili sa drugog mesta ili kraja sveta, ili koji je za drugo mesto ili kraj sveta karakterisatičan","['egzotičan', 'nepoznat', 'stran', 'strani', 'tuđi']","(0.0, 0.0)",negative,Neutralan
ENG30-01046226-a,koji je karakterističan ili prikladan za svakodnevni jezik,"['govorni', 'kolokvijalni', 'konverzacijski', 'neformalni', 'običan', 'razgovorni', 'svakodnevni', 'uobičajen', 'uobičajeni']","(0.0, 0.0)",positive,Neutralan
ENG30-00222248-n,ubijanje osobe ili životinje,"['egzekucija', 'klanje', 'pogubljenje', 'ubijanje', 'ubistvo']","(0.0, 0.0)",negative,Negativan
ENG30-02235842-v,prenositi ili otkrivati informacije,"['dati', 'davati', 'obelodaniti', 'obelodanjivati', 'obznaniti', 'obznanjivati', 'odati', 'odavati', 'otkriti', 'otkrivati', 'predati', 'predavati', 'preneti', 'prenositi', 'pružati', 'pružiti']","(0.0, 0.0)",positive,Neutralan
ENG30-01812337-n,vrsta malog goluba,['golubica'],"(0.0, 0.0)",positive,Neutralan
ENG30-04181718-n,zaštitna obloga koja štiti nešto od direktnog sunčevog zračenja,"['hladovina', 'parazol', 'senka', 'suncobran']","(0.0, 0.0)",positive,nezakonичan
ENG30-13464820-n,"Proces u kome nešto postepeno prelazi u drugo stanje, posebno u naprednije ili zrelije stanje.","['razvoj', 'razvitak', 'evolucija']","(0.0, 0.0)",positive,Neutralan
ENG30-00962129-n,Organizovano suprotstavljanje vlasti; sukob u kome jedna strana želi da otme kontrolu od druge.,"['pobuna', 'buna', 'revolt', 'ustanak']","(0.0, 0.0)",negative,Negativan
ENG30-01989053-v,"Otkazati, bukvalno ili preneseno.","['pokvariti se', 'otkazati']","(0.0, 0.0)",negative,Negativan
ENG30-00028280-a,Prihvaćen kao pretpostavka.,"['dat', 'odobren']","(0.0, 0.0)",positive,Negativan
ENG30-11444117-n,Trajan kraj svih životnih funkcija u organizmu ili delu organizma.,['smrt'],"(0.0, 0.0)",negative,Neutralan
ENG30-10560352-n,Predavač u školi ispod nivoa koledža.,"['nastavnik', 'profesor']","(0.0, 0.0)",positive,Neutralan
ENG30-01071090-n,čin tolerisanja čega,"['popuštanje', 'popustljivost', 'tolerancija', 'tolerantnost']","(0.0, 0.0)",positive,Neutralan
ENG30-01071411-n,popustljivost i saosećanje koje prema počiniocima kakvog krivičnog dela pokazuju lica ili agencije zadužene za sprovođenje pravde,"['blagost', 'milosrđe', 'milosrdnost', 'milost', 'milostivost', 'pomilovanje', 'samilost']","(0.0, 0.0)",positive,negativan
ENG30-03562126-n,kopija koja se predstavlja kao da je original,"['imitacija', 'falsifikat']","(0.0, 0.0)",negative,Negativan
ENG30-02034300-v,"Skrenuti sa pravog kursa, utvrđenog smera ili interesa.","['skrenuti', 'odstupiti']","(0.0, 0.0)",negative,Negativan
ENG30-05627785-n,stan Boga i anđela,"['nebesa', 'nebo', 'nirvana', 'raj']","(0.0, 0.0)",positive,Neutralan
ENG30-01989562-v,uzrokovati da šta pukne,"['razbijati', 'razbiti']","(0.0, 0.0)",negative,Negativan
ENG30-00614829-v,zaboraviti da nešto uradiš,"['smetati s uma', 'smetnuti s uma', 'zaboraviti', 'zaboravljati']","(0.0, 0.0)",negative,Negativan
ENG30-02260035-a,Definisanog oblika i zapremine; nije ni tečan ni gasovit.,['čvrst'],"(0.0, 0.0)",positive,Neutralan
ENG30-00381013-v,Promeniti s jednog sistema na drugi ili s novog plana na drugi.,"['konvertovati', 'pretvoriti']","(0.0, 0.0)",positive,Neutralan
ENG30-09230768-n,kamen koji nastaje stvrdnjavanjem mineralnih soli; nalazi se u šupljim organima ili kanalima tela,"['kamen', 'kamenac']","(0.0, 0.0)",negative,Neutralan
ENG30-00228910-b,na stidljiv ili plašljiv način,"['stidljivo', 'plašljivo']","(0.0, 0.0)",negative,Negativan
ENG30-00752954-n,upotreba trikova da bi se ko prevario (obično da bi se od njih izvukao novac),"['lukavost', 'prevara']","(0.0, 0.0)",negative,Negativan
ENG30-00243124-v,pridružiti ili kombinovati,"['integrisati', 'mešati', 'objediniti', 'sjediniti', 'spajati', 'spojiti', 'stapati', 'stopiti', 'ujediniti']","(0.0, 0.0)",positive,Neutralan
ENG30-02111684-a,Sjedinjen ili spojen,['spojen'],"(0.0, 0.0)",positive,Neutralan
ENG30-02060792-v,biti difuzan,"['curiti', 'poteći', 'teći']","(0.0, 0.0)",positive,Neutralan
ENG30-00954086-n,ratna akcija kojom se izoluje neko područje od značaja za neprijatelja,"['blokada', 'opkoljavanje']","(0.0, 0.0)",negative,Neutralan
ENG30-02015598-v,"otići iz sobe, zemlje, autobusa itd.","['izaći', 'istupiti', 'napustiti', 'izići']","(0.0, 0.0)",negative,Neutralan
ENG30-00221178-n,prolivanje krvi koje za posledicu ima ubistvo,"['klanica', 'krvoproliće', 'masakr', 'pokolj']","(0.0, 0.0)",negative,Negativan
ENG30-10794014-n,"Osoba koja profesionalno (za zaradu) piše knjige, priče i sl.","['pisac', 'autor']","(0.0, 0.0)",positive,Negativan
ENG30-08389297-n,Vojna jedinica koja koristi velike topove.,"['artiljerija', 'artiljerijska jedinica']","(0.0, 0.0)",negative,Negativan
ENG30-06598915-n,Ono o čemu se neko saopštenje radi.,"['poruka', 'sadržaj']","(0.0, 0.0)",positive,Neutralan
ENG30-00067526-n,Čin gubljenja.,"['gubitak', 'gubljenje']","(0.0, 0.0)",negative,Negativan
ENG30-00967625-v,pripremiti i izdati za javnu distribuciju ili prodaju,"['objaviti', 'izdati']","(0.0, 0.0)",negative,Neutralan
ENG30-01125429-a,imati neželjene ili negativne kvalitete,"['loš', 'pokvaren']","(0.0, 0.0)",negative,Negativan
ENG30-01170962-n,Čin borbe; bilo kakvo nadmetanje ili sukob.,"['borba', 'bitka']","(0.0, 0.0)",negative,Negativan
ENG30-00255057-a,onaj koji formira klupko ili čvorove;,"['zamršen', 'zapetljan']","(0.0, 0.0)",negative,Neutralan
ENG30-07213395-n,Govorni čin koji jasno pokazuje nešto.,"['otkriće', 'otkrivanje']","(0.0, 0.0)",positive,Neutralan
ENG30-00636921-n,Sistematsko ispitivanje da bi se utvrdile činjenice.,['istraživanje'],"(0.0, 0.0)",positive,Neutralan
ENG30-07200527-n,govorni čin odgovaranja na pitanje,"['odgovor', 'uzvrat']","(0.0, 0.0)",negative,Neutralan
ENG30-01419149-a,(upotrebljeno u značenju reči ili teksta) koji nije doslvan; koji koristi metafore,"['slikovit', 'simboličan', 'figurativan', 'nedoslovan']","(0.0, 0.0)",positive,Neutralan
ENG30-00770543-n,čin koji zanemaruje kakav raniji dogovor ili čije pravo,"['kršenje', 'napad', 'nepoštovanje', 'povreda', 'prekršaj', 'prestup']","(0.0, 0.0)",negative,Negativan
ENG30-07028373-n,Sled nota koje obrazuju prepoznatljivu sekvencu.,"['arija', 'melodija', 'tema']","(0.0, 0.0)",positive,Neutralan
ENG30-01126360-v,Umarširati agresivno na nečiju teritoriju vojnim snagama da bi se ona zauzela ili okupirala.,['okupirati'],"(0.0, 0.0)",positive,Negativan
ENG30-15221596-n,Dan kada se slavi neki svetac.,['svetac'],"(0.0, 0.0)",positive,Neutralan
ENG30-02272549-v,"Nešto uzeti kao svoje silom, na primer, posle invazije.","['zgrabiti', 'osvojiti', 'uzeti']","(0.0, 0.0)",negative,Negativan
ENG30-04238321-n,Zatvarač koji spaja dva nazubljena kraja pomoću jednog klizača.,"['rajsferšlus', 'zip', 'patent-zatvarač']","(0.0, 0.0)",negative,Neutralan
ENG30-09877124-n,Koristi se prilikom obraćanja muškim osobama koje su uključene u isti pokret.,['drug'],"(0.0, 0.0)",positive,Neutralan
ENG30-04850589-n,kvalitet neusklađenosti sa standardima prava ili dobrog ponašanja,"['nemoral', 'nemoralnost', 'nepravednost', 'nepravičnost', 'zlo']","(0.0, 0.0)",negative,Negativan
ENG30-08287436-n,fakultet i studenti škole koja se specijalizira za jednu od lepih umetnosti,"['akademija', 'konzervatorijum']","(0.0, 0.0)",positive,Neutralan
ENG30-03503718-n,štalska oprema koja se sastoji od bilo kojeg dela opreme koji se stavlja oko glave konja,"['oglav', 'pokrivač', 'ular']","(0.0, 0.0)",negative,Neutralan
ENG30-00719231-v,pozitivno na šta reagovati; ispravnim i pravilnim smatrati,"['podržati', 'podržavati', 'prihvatati', 'prihvatiti', 'primati', 'primiti']","(0.0, 0.0)",positive,Neutralan
ENG30-03503718-n,štalska oprema koja se sastoji od bilo kojeg dela opreme koji se stavlja oko glave konja,"['oglav', 'pokrivač', 'ular']","(0.0, 0.0)",negative,Neutralan
ENG30-02293148-v,dobiti ili izvući,"['dobijati', 'dobiti', 'izvlačiti', 'izvući', 'požeti', 'žeti']","(0.0, 0.0)",positive,Neutralan
ENG30-00953559-n,Neprijateljski susret suprotstavljenih vojnih snaga u toku rata.,"['bitka', 'boj', 'borba']","(0.0, 0.0)",negative,Negativan
ENG30-00103834-n,Čin primene sile da nešto pogoni.,"['sila', 'pogon', 'snaga']","(0.0, 0.0)",negative,Negativan
ENG30-06343971-n,Red teksta koji ukazuje o čemu se radi u tekstu koji sledi.,['naslov'],"(0.0, 0.0)",positive,Neutralan
ENG30-02206619-v,uzeti silom,"['oteti', 'oduzeti']","(0.0, 0.0)",negative,Negativan
ENG30-00868196-n,"Proces prolivanja suza, koji oično prate jecaji i drugi neartikulisani zvuci.",['plakanje'],"(0.0, 0.0)",negative,Neutralan
ENG30-10547145-n,osoba koja je umrla i proglašena za sveca procesom kanonizacije,"['svetac', 'svetitelj']","(0.0, 0.0)",positive,Neutralan
ENG30-00609100-v,ne biti kadar da šta zapamtiš,"['blokirati', 'smetati s uma', 'smetnuti s uma', 'zaboraviti', 'zaboravljati']","(0.0, 0.0)",negative,Negativan
ENG30-14009946-n,Stanje stalnog živahnog delovanja koje karakteriše neku aktivnost,"['ritam', 'jek', 'zamah']","(0.0, 0.0)",positive,Neutralan
ENG30-02118333-n,Zver sa zašiljenom njuškom i ušima i čupavim repom; većinom su grabežljivci koji en love u čopru.,['lisica'],"(0.0, 0.0)",negative,Negativan
ENG30-04826771-n,pravednost zbog pobožnosti,"['bogobojažljivost', 'pobožnost']","(0.0, 0.0)",positive,Neutralan
ENG30-00751944-n,čin namernog odstupanja od istine,"['izmišljotina', 'laž']","(0.0, 0.0)",negative,Negativan
ENG30-05005064-n,procesi i funkcije organizma.,['fiziologija'],"(0.0, 0.0)",positive,Neutralan
ENG30-02188587-v,"Proizvoditi tih šuštav zvuk, kao kad motor radi ili krila lepršaju.","['presti', 'zujati', 'zvrjati', 'fijukati', 'zviždati']","(0.0, 0.0)",positive,Negativan
ENG30-14956325-n,vodom natopljeno tlo; mekana vlažna zemlja,"['blato', 'glina']","(0.0, 0.0)",negative,Neutralan
ENG30-09633969-n,Osoba koja krši morlne ili zakonske norme.,"['prekršitelj', 'krivac']","(0.0, 0.0)",negative,Negativan
ENG30-00249501-n,postepeno poboljšanje ili rast ili razvoj,"['napredak', 'napredovanje', 'progres', 'unapređenje']","(0.0, 0.0)",positive,Neutralan
ENG30-07292694-n,Nešto što rezultira iz nečega.,['rezultat'],"(0.0, 0.0)",positive,Neutralan
ENG30-02870880-n,Komad nameštaja sa policama za smeštanje knjiga.,"['biblioteka', 'polica za knjige']","(0.0, 0.0)",positive,Neutralan
ENG30-08006511-n,"klasa imenica, zamenica i prideva istih fleksivnih oblika",['deklinacija'],"(0.0, 0.0)",negative,Neutralan
ENG30-13939892-n,"Specifična pozicija koja se može identifikovati u kontinuumu, nizu i posebno procesu.","['stadij', 'stadijum', 'stepen', 'stupanj', 'nivo']","(0.0, 0.0)",positive,Neutralan
ENG30-00223983-n,divljačko i prekomerno ubijanje mnogih ljudi,"['klanica', 'klanje', 'krvoproliće', 'masakr', 'pokolj']","(0.0, 0.0)",negative,Negativan
ENG30-00206130-n,odbijanje kakve grupe da učestvuje u trgovačkim transakcijama sa nekim organizacijama u znak protesta protiv politike tih organizacija,['bojkot'],"(0.0, 0.0)",negative,negativan
ENG30-00856860-a,koji nije podložan osećanjima ili koji osećanja nema ili ih ne pokazuje,"['rezervisan', 'zadržan']","(0.0, 0.0)",negative,Neutralan
ENG30-00249501-n,postepeno poboljšanje ili rast ili razvoj,"['napredak', 'napredovanje', 'progres', 'unapređenje']","(0.0, 0.0)",positive,Neutralan
ENG30-00181875-v,popuniti kakav prostor na neuredan način,['pretrpati'],"(0.0, 0.0)",negative,Neutralan
ENG30-00733483-n,ulazak na tuđi posed bez prava ili dozvole,"['invazija', 'upad', 'upadanje', 'uzurpacija']","(0.0, 0.0)",negative,Negativan
ENG30-10757193-n,Neko ko posećuje.,['posetilac'],"(0.0, 0.0)",positive,Neutralan
ENG30-02154312-v,"ugledati :1, spaziti :1, opaziti :1a uhvatiti nekoga na vidiku","['ugledati', 'spaziti', 'opaziti']","(0.0, 0.0)",positive,Neutralan
ENG30-02624263-v,nastati; kakvu formu ili oblik preuzeti,"['dignuti se', 'dizati se', 'doći', 'dolaziti', 'evoluirati', 'graditi se', 'iskrsavati', 'iskrsnuti', 'izaći', 'izbijati', 'izbiti', 'izgraditi se', 'izići', 'izlaziti', 'izrasti', 'narastati', 'narasti', 'nastajati', 'nastati', 'pojaviti se', 'pojavljivati se', 'porasti', 'poteći', 'poticati', 'proizići', 'proizilaziti', 'rasti', 'razvijati se', 'razviti se']","(0.0, 0.0)",negative,Neutralan
ENG30-00216216-v,pokrivati tečnošću; sipati tečnost na,"['nakvasiti', 'namakati', 'natopiti', 'politi', 'polivati', 'potopiti', 'smočiti']","(0.0, 0.0)",negative,nezakonitan
ENG30-01139194-n,čin izdavanja formalnog (obično pisanog) ovlašćenja,"['dopuštenje', 'dozvola', 'licenca', 'odobrenje', 'zvanična pisana izjava koja vam daje pravo da uradite nešto v. dozvoliti']","(0.0, 0.0)",positive,Neutralan
ENG30-02382367-v,odustati od kakve pozicije ili se sa nje povući,"['abdicirati', 'dati ostavku', 'davati ostavku', 'manuti se', 'napuštati', 'napustiti', 'odustajati', 'odustati', 'predati', 'predavati', 'prepuštati', 'prepustiti']","(0.0, 0.0)",negative,Negativan
ENG30-00593852-v,Shvatati neki jezik.,"['razumeti', 'vladati', 'govoriti']","(0.0, 0.0)",positive,Neutralan
BILI-00001022,"Dan sveca zaštitnika, svetkovina i kult predaka.",['slava'],"(0.0, 0.0)",positive,nezakonican
ENG30-10118844-n,čovek koji učestvuje u igrama na sreću i u to ulaže novac,['kockar'],"(0.0, 0.0)",negative,Negativan
ENG30-01283208-v,"Pokriti sa svih strana, recimo radi zaštite.","['umotati', 'uviti', 'previti']","(0.0, 0.0)",negative,Neutralan
ENG30-01307142-v,Učiniti poravnatim.,"['poravnati', 'izravnati', 'ispraviti']","(0.0, 0.0)",positive,Neutralan
ENG30-00625393-a,"koji postoji u stvarnosti, uzet iz života","['stvaran', 'realan', 'materijalan']","(0.0, 0.0)",positive,Negativan
ENG30-03104594-n,Imitacija ili reprodukcija originala.,"['kopija', 'imitacija', 'reprodukcija']","(0.0, 0.0)",negative,Neutralan
ENG30-02355596-v,postići bod ili cilj,"['dobijati', 'dobiti', 'dostići', 'dostignuti', 'postići', 'postignuti', 'realizovati', 'steći', 'zadobijati', 'zadobiti', 'zaraditi', 'zarađivati']","(0.0, 0.0)",positive,Neutralan
ENG30-02387034-v,pripremiti (nekoga) za buduću ulogu ili dužnost,"['dresirati', 'iškolovati', 'izdresirati', 'obrazovati', 'obučavati', 'obučiti', 'osposobiti', 'osposobljavati', 'podučavati', 'podučiti', 'pripremati', 'pripremiti', 'školovati', 'spremati', 'spremiti', 'trenirati', 'upraviti', 'upravljati', 'usmeravati', 'usmeriti', 'vaspitati', 'vaspitavati']","(0.0, 0.0)",positive,nezakonичno
ENG30-00090253-n,Čin primanja.,"['prijem', 'primanje']","(0.0, 0.0)",positive,Negativan
ENG30-05972585-n,(filozofija) filozofska teorija po kojoj je materija jedina realnost,['materijalizam'],"(0.0, 0.0)",negative,Negativan
ENG30-05770058-n,Ispitivanje alternativnih pretpostavki.,"['potraga', 'traženje']","(0.0, 0.0)",positive,Neutralan
ENG30-13282007-n,Plata ili nagrada za učinjenu uslugu.,"['naknada', 'nadoknada', 'naplata']","(0.0, 0.0)",negative,Negativan
ENG30-04764741-n,deljenje zajedničkih atributa,"['jednakost', 'sličnost']","(0.0, 0.0)",positive,Neutralan
ENG30-01235859-a,Čija je pozicija ili položaj uspravan.,"['uspravan', 'vertikalan', 'okomit']","(0.0, 0.0)",positive,Neutralan
ENG30-00404642-v,dovesti nešto u red,"['organizovati', 'organizirati']","(0.0, 0.0)",positive,Negativan
ENG30-01071213-n,ublažavanje kazne ili oslobađanje od kakve neprijatne dužnosti od strane sudije ili roditelja ili nastavnika,"['blagost', 'milost', 'popustljivost']","(0.0, 0.0)",positive,Negativan
ENG30-07447261-n,nejasno određen društveni događaj,"['prilika', 'događaj']","(0.0, 0.0)",positive,Neutralan
ENG30-01904182-n,Čvrsti uglavnom krečni oklop mekušca.,['školjka'],"(0.0, 0.0)",negative,Negativan
ENG30-14438898-n,povoljna javna reputacija,"['dobar glas', 'obožavanje', 'popularnost', 'respekt', 'slava', 'ugled']","(0.0, 0.0)",positive,Neutralan
ENG30-13815449-n,"Relativna veličina dve vrednosti, obično se izražava razlomkom.","['omer', 'odnos', 'proporcija', 'srazmer']","(0.0, 0.0)",positive,Neutralan
ENG30-09432430-n,Spoljašni omotač jajeta ptice.,"['ljuska', 'ljuska od jajeta', 'ljuska jajeta']","(0.0, 0.0)",negative,Neutralan
ENG30-02740508-a,koji se odnosi na ili je karakterističan za antičke heroje,"['epski', 'herojski', 'junački']","(0.0, 0.0)",positive,Neutralan
ENG30-00800930-v,Odbiti kao nevažno.,"['ignorisati', 'odbaciti', 'zanemariti']","(0.0, 0.0)",negative,Neutralan
ENG30-01637982-v,"Učiniti neko otkriće, učiniti novi pronalazak.","['pronaći', 'izumeti', 'otkriti']","(0.0, 0.0)",positive,pozitivan
ENG30-00748155-n,nuđenje seksualnih odnosa za pare,"['bludničenje', 'kurvanje', 'prostitucija']","(0.0, 0.0)",negative,Negativan
ENG30-07584593-n,retka supa od mesa ili ribe ili bujon od povrća,['supa'],"(0.0, 0.0)",positive,Neutralan
ENG30-00529347-a,bez uslova ili ograničenja,"['apsolutan', 'potpun', 'totalan']","(0.0, 0.0)",positive,Negativan
ENG30-07026352-n,drama koju prati muzika; pevači pevaju i glume uz pratnju orkestra; počinje uvertirom a radnju nekad prekidaju muzička intermeca,['opera'],"(0.0, 0.0)",positive,pozitivan
ENG30-01223616-v,Umotati u talase ili lokne (o kosi).,"['uviti', 'ukovrčati', 'uvijati']","(0.0, 0.0)",negative,Negativan
ENG30-13684632-n,osnovna novčana jedinica u Albaniji,"['lek', 'albanski lek', 'ALL']","(0.0, 0.0)",positive,Negativan
ENG30-01004692-v,pisati pomoću tastature sa tasterima (dirkama),['kucati'],"(0.0, 0.0)",negative,Negativan
ENG30-04850589-n,kvalitet neusklađenosti sa standardima prava ili dobrog ponašanja,"['nemoral', 'nemoralnost', 'nepravednost', 'nepravičnost', 'zlo']","(0.0, 0.0)",negative,Negativan
ENG30-00044150-n,Čin primene (koji daje praktična sredstva da se nešto postigne).,"['sprovođenje', 'provođenje', 'izvršenje']","(0.0, 0.0)",negative,Negativan
ENG30-05967773-n,Doktrina koja zagovara ista prava žena.,['feminizam'],"(0.0, 0.0)",negative,Negativan
ENG30-02385153-v,izgubiti kakavu poziciju ili moć ,"['gubiti', 'izgubiti', 'padati', 'pasti']","(0.0, 0.0)",negative,Negativan
ENG30-08113443-n,Skup rukopoloženih činodejstvenika.,"['sveštenički stalež', 'sveštenstvo']","(0.0, 0.0)",positive,Neutralan
ENG30-00222376-n,čin sečenja nečega (kao drvo),"['obaranje', 'seča']","(0.0, 0.0)",negative,Negativan
ENG30-06723908-n,Iskaz posmatran kao objekat.,"['stvar', 'iskaz']","(0.0, 0.0)",positive,Neutralan
ENG30-02355596-v,postići bod ili cilj,"['dobijati', 'dobiti', 'dostići', 'dostignuti', 'postići', 'postignuti', 'realizovati', 'steći', 'zadobijati', 'zadobiti', 'zaraditi', 'zarađivati']","(0.0, 0.0)",positive,Neutralan
ENG30-10770059-n,Pazitelj koji je zadužen da budno motri.,"['čuvar', 'stražar']","(0.0, 0.0)",positive,Negativan
ENG30-01983797-a,"kome nedostaje ugled u karakteru, ponašanju ili izgledu","['neugledan', 'ozloglašen', 'zloglasan']","(0.0, 0.0)",negative,Negativan
ENG30-00561664-a,zadovoljan; koji uživa u blagostanju i zadovoljstvu,['srećan'],"(0.0, 0.0)",positive,pozitivan
ENG30-01049685-n,čin kojimse sakriva postojanje nečega tako što se to sakriva od pogleda,['maskiranje'],"(0.0, 0.0)",negative,Neutralan
ENG30-00684838-v,smatrati delom nečega,"['uključiti', 'računati']","(0.0, 0.0)",positive,Negativan
ENG30-09184136-n,"Osobina ljudskog duha da prati sopstvenu delatnost i da je procenjuje sa vrednosne i moralne strane. Procesi su dati, spontano se odvijaju i podrazumevaju sposobnost uviđanja prirode svojih postupaka i namera. Ishodi saznajnih procesa praćeni su odgovarajućim afektivnim tonom, naročito primetni u slučajevima osećanja krivice i griže savesti.","['savest', 'skrupula', 'osećanje dužnosti']","(0.0, 0.0)",positive,Neutralan
ENG30-00739270-n,Nesposobnost delovanja s razboritosćću koje bi ispoljila razumna osoba pod istim uslovima.,"['nepažnja', 'nemar']","(0.0, 0.0)",negative,negativan
ENG30-07621776-n,dodatak koji se preliva preko nekog jela,['preliv'],"(0.0, 0.0)",negative,Neutralan
ENG30-01972298-v,preći u slobodan pad pod uticajem gravitacije,"['padati', 'pasti']","(0.0, 0.0)",negative,Negativan
ENG30-13497135-n,proces povećavanja,"['povećanje', 'uvećanje', 'rast']","(0.0, 0.0)",positive,Neutralan
ENG30-00798402-v,Odbiti plaćanje članarine sindikatu za političke potrebe.,['odustati'],"(0.0, 0.0)",negative,Negativan
ENG30-02635499-a,koji se odnosi na ili se tiče ili se koristi kao zajednička imenica,"['opšti', 'zajednički']","(0.0, 0.0)",positive,Neutralan
ENG30-02238085-v,Doći u posed nečega.,['dobiti'],"(0.0, 0.0)",positive,Negativan
